case_id,case_code,case_name,case_type,confidence_level,vendor_id,vendor_name,sector,year_window,year_start,year_end,has_institution_filter,total_contracts,in_window_contracts,out_window_contracts,noise_pct,total_value_mxn,in_window_value_mxn,out_window_value_mxn
272,CELGENE_LOGISTICS_SARL_OFFSHORE_IMSS,Celgene Logistics SARL — Entidad Offshore Luxemburgo Suministro Medicamentos IMSS (2B),overpricing,low,253837,CELGENE LOGISTICS SARL,Salud,2020-2022,2020,2022,no,54,49,5,9.3,2001973531.9,1890724833.9,111248698.0
272,CELGENE_LOGISTICS_SARL_OFFSHORE_IMSS,Celgene Logistics SARL — Entidad Offshore Luxemburgo Suministro Medicamentos IMSS (2B),overpricing,low,253837,CELGENE LOGISTICS SARL,Salud,2020-2022,2020,2022,no,54,49,5,9.3,2001973531.9,1890724833.9,111248698.0
315,TELECOMUNICACION_EQUIPOS_IMSS_ISSSTE_MEDICO_DA_2003_2025,Telecomunicacion y Equipos Equipo Medico IMSS/ISSSTE DA 39.4pct 4.89B Sin RFC 2003-2025,institution_capture,medium,13415,"TELECOMUNICACIÓN Y EQUIPOS, S. A. DE C.V.",Salud,2005-2025,2005,2025,no,188,183,5,2.7,4906920466.65,4845555637.45,61364829.2
371,NEURONIC_IMSS_INTERMEDIARY_PHARMA,Neuronic Mexicana - Intermediario Farmacéutico IMSS,intermediary,medium,5402,NEURONIC MEXICANA S.A. DE C.V.,Salud,2020-2025,2020,2025,no,29,24,5,17.2,497878963.78,497289729.4,589234.38
945,CASE-945,Foreign Ministry and Security Sector IT Direct Award Capture - IECISA Mexico,institutional_capture,high,94920,IECISA MEXICO,Hacienda,2011-2020,2011,2020,no,20,15,5,25.0,535001114.55,532757761.38,2243353.17
956,CASE-956,PEMEX Exploration Subsidiary Administrative SB Capture - Proyeccion y Administracion,single_bid_capture,high,25396,PROYECCION Y ADMINISTRACION EMPRESARIAL DE MEXICO SA DE CV,Hacienda,2006-2010,2006,2010,no,12,7,5,41.7,878874020.27,784676440.52,94197579.75
970,CASE-970,PROSPERA Anti-Poverty Program Construction Capture - Diabe Construcciones,institutional_capture,high,98187,DIABE CONSTRUCCIONES Y DISEÑOS SA DE CV,Infraestructura,2010-2017,2010,2017,no,10,5,5,50.0,869457635.56,865311378.86,4146256.7
1033,CASE-1033,"Agriculture, Water and Transport Ministry Multi-Agency 100% SB - Tesia Construcciones",single_bid_capture,high,21088,"TESIA CONSTRUCCIONES, S.A. DE C.V.",Infraestructura,2010-2025,2010,2025,no,30,25,5,16.7,382846352.2,341632400.94,41213951.26
1045,CASE-1045,IMSS 89% Direct Award Cable/Equipment Capture - Kabla Comercial,institutional_capture,high,93976,KABLA COMERCIAL SA DE CV,Salud,2014-2025,2014,2025,no,363,358,5,1.4,266752885.7,263506778.5,3246107.2
1052,CASE-1052,IMSS 76% DA and Chihuahua Health 100% DA Hospital Services Capture - Servicios Hospitalarios,institutional_capture,high,614,"SERVICIOS HOSPITALARIOS DE MEXICO, S.A. DE C.V.",Salud,2006-2025,2006,2025,no,235,230,5,2.1,551205708.87,530108758.87,21096950.0
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,251510,MICRO CREDIT SAPI DE CV SOFOM ENR,Agricultura,2019-2023,2019,2023,no,5,1,4,80.0,347052444.87,244830816.0,102221628.87
21,TREN_MAYA_FONATUR_DIRECT_AWARDS,Tren Maya Direct Award Irregularities (FONATUR Infraestructura),procurement_fraud,high,243542,"Fonatur Infraestructura, S.A. de C.V.",Hacienda,2019-2024,2019,2024,no,321,317,4,1.2,5472134651.43,5260302795.29,211831856.14
50,TRENDY_MEDIA_IMSS_2012,"Trendy Media SA de CV — IMSS 462M Direct Award (Branding/Media Company to Healthcare, 2012)",procurement_fraud,medium,49941,"TRENDY MEDIA, S.A. DE C.V.",Salud,2012-2013,2012,2013,no,5,1,4,80.0,470980193.58,344827.59,470635365.99
55,VICTOR_ZARATE_MARTINEZ_CENAF_2010,Victor Manuel Zarate Martinez — CENAF (SEP) 176M Natural Person Direct Award,procurement_fraud,low,176835,VICTOR MANUEL ZARATE MARTINEZ,Salud,2009-2015,2009,2015,no,4,0,4,100.0,176800036.23,0.0,176800036.23
177,MABE_SEDENA_ELECTRODOMESTICOS_DA,MABE SEDENA Electrodomesticos Social Program DA 100%DA - 1.33B,procurement_fraud,medium,266026,WHIRLPOOL MEXICO,Defensa,2020-2022,2020,2022,no,6,2,4,66.7,968267125.0,585367125.0,382900000.0
203,PRODUCTOS_HOSPITALARIOS_IMSS_DA_MONOPOLY,Productos Hospitalarios IMSS Hospital Services DA Monopoly 12.42B,procurement_fraud,high,6222,PRODUCTOS HOSPITALARIOS S.A DE C.V.,Salud,2005-2025,2005,2025,no,1596,1592,4,0.3,12419031750.13,12403130197.11,15901553.02
203,PRODUCTOS_HOSPITALARIOS_IMSS_DA_MONOPOLY,Productos Hospitalarios IMSS Hospital Services DA Monopoly 12.42B,procurement_fraud,high,6222,PRODUCTOS HOSPITALARIOS S.A DE C.V.,Salud,2005-2025,2005,2025,no,1596,1592,4,0.3,12419031750.13,12403130197.11,15901553.02
222,NARGO_SUMINISTROS_LICONSA_LECHE_POLVO_DA,Nargo Suministros Internacional del Norte: no-RFC intermediary LICONSA milk powder 100%DA - 149M,ghost_company,medium,197195,"NARGO SUMINISTROS INTERNACIONAL DEL NORTE, S.A. DE C.V.",Hacienda,2022-2022,2022,2022,no,5,1,4,80.0,149784017.47,149004867.47,779150.0
228,ESTRATEC_ISSSTE_MANAGED_PRINT_DA_MONOPOLY,Estratec SA de CV ISSSTE Managed Document Services DA 66.7%DA - 3.14B,procurement_fraud,medium,6806,"ESTRATEC, S.A. DE C.V.",Educacion,2005-2025,2005,2025,no,481,477,4,0.8,3136009298.2,3134311976.32,1697321.88
249,CONALITEG_ECOSISTEMA_IMPRESION_EDITORIAL_DA,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,2940,TRANSPORTES ESDO S.A. DE C.V.,Agricultura,2005-2025,2005,2025,no,157,153,4,2.5,1610292987.19,1596520650.49,13772336.7
826,CASE-826,CENAGAS Gas Infrastructure Intermediary — Impacto Ingenieria,intermediary,medium,282210,IMPACTO INGENIERIA & CONSTRUCCION SA DE CV,Energia,2022-2023,2022,2023,no,16,12,4,25.0,1985166413.98,1713589547.76,271576866.22
888,CASE-888,JUAN RAMON CARDENAS SALAZAR - DICONSA Intermediary,ghost_company,high,256417,JUAN RAMON CARDENAS SALAZAR,Salud,2019-2022,2019,2022,no,13,9,4,30.8,289844662.68,251628138.18,38216524.5
934,CASE-934,CFE Environmental Services Direct Award Capture - Fysis Soluciones Ambientales,institutional_capture,high,87441,FYSIS SOLUCIONES AMBIENTALES SA DE CV,Energia,2013-2019,2013,2019,no,10,6,4,40.0,343113283.39,333959036.64,9154246.75
966,CASE-966,SAGARPA and Sonora Agriculture Multi-Agency SB Capture - Babasac,single_bid_capture,high,51311,GRUPO EMPRESARIAL BABASAC SA DE CV,Infraestructura,2008-2018,2008,2018,no,26,22,4,15.4,504430351.63,225051316.35,279379035.28
967,CASE-967,Jalisco State Infrastructure Single-Bid Capture - Constructora Autlense,single_bid_capture,high,16530,"CONSTRUCTORA AUTLENSE, S.A. DE C.V.",Infraestructura,2008-2017,2008,2017,no,10,6,4,40.0,226081811.41,48542818.89,177538992.52
979,CASE-979,Exportadora de Sal State Company Fuel SB Capture - Distribuidora San Quintin,institutional_capture,high,111701,DISTRIBUIDORA DE COMBUSTIBLES DE SAN QUINTIN SA DE CV,Energia,2013-2016,2013,2016,no,9,5,4,44.4,696837557.63,659523872.0,37313685.63
984,CASE-984,SAT Tax Authority and Postal Service Direct Award Capture - Muebles y Mudanzas,institutional_capture,high,46423,MUEBLES Y MUDANZAS,Hacienda,2010-2017,2010,2017,no,81,77,4,4.9,547735579.94,505932947.79,41802632.15
990,CASE-990,Immigration Institute Long-Term Service Capture - Space Tours,institutional_capture,high,6989,SPACE TOURS S.A DE C.V.,Gobernacion,2002-2018,2002,2018,no,19,15,4,21.1,275229951.48,274360756.31,869195.17
997,CASE-997,Sonora State Infrastructure Recent SB Capture - Constructora Mendez D,single_bid_capture,high,136640,CONSTRUCTORA MENDEZ D SA DE CV,Infraestructura,2017-2025,2017,2025,no,12,8,4,33.3,286386475.95,272288523.69,14097952.26
1010,CASE-1010,Aguascalientes Women's Institute Promotional Goods Ghost Capture - Casa Xavier,ghost_company,high,44569,ARTICULOS PROMOCIONALES CASA XAVIER SA DE CV,Energia,2010-2018,2010,2018,no,27,23,4,14.8,257678546.77,257496207.69,182339.08
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,289071,"AGRO SERVICIOS A PRODUCTORES DEL VALLE, S.A DE C.V.",Agricultura,2019-2023,2019,2023,no,10,7,3,30.0,751267644.35,745507900.0,5759744.35
121,UNIMEDICAL_IMSS_DA_RING,Grupo Unimedical Soluciones SA de CV — IMSS 1.14B 88%DA (1441 contracts — extreme model blind spot),procurement_fraud,high,30834,GRUPO UNIMEDICAL SOLUCIONES S.A. DE C.V.,Salud,2013-2025,2013,2025,no,1821,1818,3,0.2,1131091768.22,1128907551.37,2184216.85
210,EDICIONES_CASTILLO_CONALITEG_LIBROS_100DA,Ediciones Castillo SA de CV CONALITEG Textbooks 100%DA - 1.15B,monopoly,medium,46992,EDICIONES CASTILLO SA DE CV,Educacion,2015-2025,2015,2025,no,176,173,3,1.7,1148740863.45,1147815813.45,925050.0
234,SPIMED_COMEVO_IMSS_INSUMOS_GRANDES_NULL_DA,Spimed + Comevo: large IMSS medical supply contracts with null descriptions 100%DA - 470M,procurement_fraud,medium,305351,COMEVO SA DE CV,Salud,2021-2024,2021,2024,no,8,5,3,37.5,159819080.92,159811992.37,7088.55
237,CASA_MARZAM_IMSS_ISSSTE_PEMEX_PHARMA_DA_MONOPOLY,Casa Marzam SA de CV IMSS+ISSSTE+PEMEX Pharmaceutical DA Monopoly 59.7%DA - 3.03B,procurement_fraud,high,15880,"CASA MARZAM, S.A. DE C.V.",Salud,2005-2021,2005,2021,no,868,865,3,0.3,3027747727.85,2911141879.85,116605848.0
249,CONALITEG_ECOSISTEMA_IMPRESION_EDITORIAL_DA,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,2928,"SERVICIOS PROFESIONALES DE IMPRESION, S.A. DE C.V.",Educacion,2005-2025,2005,2025,no,49,46,3,6.1,685003055.04,682487669.17,2515385.87
278,KBN_MEDICAL_ISSSTE_ORTHOPEDIC_IMPLANTS_DA_50PCT,KBN Medical SA de CV ISSSTE Orthopedic Implants DA - 1.26B,procurement_fraud,medium,13414,KBN MEDICAL S.A. DE C.V.,Salud,2005-2025,2005,2025,no,13,10,3,23.1,1261035156.95,1256979056.95,4056100.0
281,GOTT_UND_GLUCK_LIMPIEZA_SEP_IPN_DA,Gott und Gluck Cleaning Services DA Ring,Bid rigging,high,43734,"GOTT UND GLÜCK, S.A. DE C.V.",Educacion,2016-2024,2016,2024,no,77,74,3,3.9,1054173888.12,1052085832.39,2088055.73
293,KBN_MEDICAL_ISSSTE_ORTOPEDIA_CONCENTRACION_2003_2025,KBN Medical — Monopolio de Osteosíntesis y Endoprótesis ISSSTE (1.26B MXN),institution_capture,medium,13414,KBN MEDICAL S.A. DE C.V.,Salud,2005-2025,2005,2025,no,13,10,3,23.1,1261035156.95,1256979056.95,4056100.0
305,MAURICIO_SOTELO_SANTILLAN_PERSONA_FISICA_IMSS_875M,"Mauricio Sotelo Santillán — Persona Física 875M Adecuación Consultorios IMSS (sin RFC, 2010)",overpricing,medium,14127,MAURICIO SOTELO SANTILLAN,Salud,2005-2025,2005,2025,no,39,36,3,7.7,936005059.45,935102902.85,902156.6
331,GRUPO_OPERATIVO_ISSSTE_VIGILANCIA,Grupo Operativo Internacional - Monopolio Vigilancia ISSSTE,concentrated_monopoly,medium,13583,"GRUPO OPERATIVO INTERNACIONAL EN SEGURIDAD PRIVADA, S.A. DE C.V.",Salud,2005-2015,2005,2015,no,18,15,3,16.7,652134313.72,647522633.72,4611680.0
392,INGENIERIA_DESARROLLO_INMOBILIARIO_HOSPITALS,Ingeniería y Desarrollo Inmobiliario - Hospitales ISSSTE/IMSS,institution_capture,medium,121,"INGENIERIA Y DESARROLLO INMOBILIARIO DE MEXICO, S.A. DE C.V.",Infraestructura,2005-2025,2005,2025,no,84,81,3,3.6,7045866179.08,7040239343.44,5626835.64
762,CASE-762,CUSTODIA VEILLEUR - Multi-Institution Security Single-Bid Pattern,single_bid_capture,medium,109221,CUSTODIA DE SEGURIDAD PRIVADA VEILLEUR SA DE CV,Hacienda,2018-2020,2018,2020,no,54,51,3,5.6,344386478.62,314375671.27,30010807.35
785,CASE-785,ISSSTE Pharma DA Capture + Anomalous Airport Contract - Liber Salus,institutional_capture,medium,112569,LIBER SALUS SA DE CV,Salud,2014-2020,2014,2020,no,128,125,3,2.3,225960649.62,221842559.62,4118090.0
821,CASE-821,Sonora Infrastructure Single-Bid Monopoly - Exploraciones Mineras del Desierto,single_bid_capture,high,21092,"EXPLORACIONES MINERAS DEL DESIERTO, S.A. DE C.V.",Infraestructura,2005-2011,2005,2011,no,33,30,3,9.1,3739571891.02,3699087387.4,40484503.62
827,CASE-827,ISSSTE IT Single-Bid Intermediary — NOVUTEK SC,intermediary,medium,34293,"NOVUTEK, SC",Tecnologia,2011-2011,2011,2011,no,6,3,3,50.0,454217676.23,452799154.49,1418521.74
828,CASE-828,CONAGUA Natural-Person Intermediary — Lic. De La Torre,intermediary,medium,144600,LIC. ALONDRA EUGENIA DE LA TORRE HERNANDEZ,Medio Ambiente,2016-2016,2016,2016,no,4,1,3,75.0,229530842.09,228402800.0,1128042.09
839,CASE-839,FARMACON NAFIN Institutional Capture,institutional_capture,medium,107930,"FARMACON, S.A. DE C.V.",Salud,2018-2021,2018,2021,no,92,89,3,3.3,256476539.28,162413651.39,94062887.89
964,CASE-964,SEDATU Housing Ministry Single Direct Award Capture - Grupo Metaindustrial,institutional_capture,high,114160,GRUPO METAINDUSTRIAL DE INNOVACIONES S A P I DE CV,Infraestructura,2013-2016,2013,2016,no,10,7,3,30.0,427001790.7,423171410.6,3830380.1
1024,CASE-1024,SEDATU Housing Ministry Non-Competitive Capture - Edificacion Integral del Noroeste,institutional_capture,high,21096,EDIFICACION INTEGRAL DEL NOROESTE S.A. DE C.V.,Infraestructura,2007-2024,2007,2024,no,34,31,3,8.8,678559918.5,650896213.97,27663704.53
4,ODEBRECHT_PEMEX_2010_2016,Odebrecht-PEMEX Bribery Scheme,bribery,high,209773,ALTOS HORNOS DE MEXICO S A B DE C V,Energia,2010-2016,2010,2016,no,2,0,2,100.0,7100636.54,0.0,7100636.54
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,214755,TEAM BUSINESS MANAGEMENT S DE RL DE CV,Tecnologia,2019-2023,2019,2023,no,3,1,2,66.7,1270172413.79,1200000000.0,70172413.79
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,267480,TRANSPORTES SUVI SA DE CV,Agricultura,2019-2023,2019,2023,no,13,11,2,15.4,716890714.87,371522243.93,345368470.94
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,291668,ALMACENES Y SERVICIOS SANTA ROSA SA DE CV,Agricultura,2019-2023,2019,2023,no,4,2,2,50.0,223205844.29,147168000.0,76037844.29
7,OCEANOGRAFIA,Oceanografia PEMEX Fraud,procurement_fraud,high,8362,"OCEANOGRAFIA, S.A.",Energia,2008-2014,2008,2014,no,2,0,2,100.0,725398196.57,0.0,725398196.57
7,OCEANOGRAFIA,Oceanografia PEMEX Fraud,procurement_fraud,high,8362,"OCEANOGRAFIA, S.A.",Energia,2008-2014,2008,2014,no,2,0,2,100.0,725398196.57,0.0,725398196.57
22,SAT_EFOS_DEFINITIVO_GHOST_NETWORK,SAT EFOS Art. 69-B Definitivo Ghost Company Network,ghost_company,high,246088,CONSTRUCTORES ASFALTICOS ZOONDU SA DE CV,Infraestructura,2014-2025,2014,2025,no,2,0,2,100.0,8118456.97,0.0,8118456.97
106,ORACLE_MEXICO_SAT_IT_MONOPOLY,"Oracle de México SA de CV — SAT/IMSS IT Monopoly 8.17B (98.2%DA, proprietary lock-in)",monopoly,medium,10484,ORACLE DE MÉXICO S.A. DE C.V.,Tecnologia,2010-2025,2010,2025,no,602,600,2,0.3,8917983860.56,8915519420.68,2464439.88
162,DICONSA_RING_COMPLETION_MOLINERA_CORONA_MASECA,DICONSA Ring Completion: Molinera 3.04B + La Corona 2.70B + Maseca 2.66B (8.40B total),procurement_fraud,medium,45086,"GRUPO INDUSTRIAL MASECA, S.A.B. DE C.V.",Agricultura,2005-2025,2005,2025,no,5210,5208,2,0.0,2591475801.08,2591209401.08,266400.0
162,DICONSA_RING_COMPLETION_MOLINERA_CORONA_MASECA,DICONSA Ring Completion: Molinera 3.04B + La Corona 2.70B + Maseca 2.66B (8.40B total),procurement_fraud,medium,45086,"GRUPO INDUSTRIAL MASECA, S.A.B. DE C.V.",Agricultura,2005-2025,2005,2025,no,5210,5208,2,0.0,2591475801.08,2591209401.08,266400.0
191,MEDI_ACCESS_SAE_CONTRATOS_OPACOS_100DA_2013,Medi Access SAPI de CV SAE Opaque 100%DA Contracts 2013 - 1.88B,procurement_fraud,high,54854,FERNANDO AGISS BITAR,Hacienda,2013-2013,2013,2013,no,2,0,2,100.0,373046138.27,0.0,373046138.27
199,SERTRES_NORTE_SAT_INFRAESTRUCTURA_TI_88DA,Sertres del Norte SAT IT Infrastructure Lock-In 88%DA - 2.30B,monopoly,low,22565,"SERTRES DEL NORTE, S.A. DE C.V.",Hacienda,2009-2025,2009,2025,no,118,116,2,1.7,2298836538.46,2298712122.46,124416.0
215,INGENIERIA_CONTROL_PROYECTOS_ISSSTE_IMSS_HOSPITAL_DA,Ingenieria y Control de Proyectos ISSSTE Hospital DA 2.55B + IMSS 30%DA - 8.99B,procurement_fraud,medium,16573,"INGENIERIA Y CONTROL DE PROYECTOS, S.A. DE C.V.",Salud,2005-2024,2005,2024,no,42,40,2,4.8,8986579690.41,8902679928.39,83899762.02
217,LOS_CHANEQUES_ISSSTE_IMSS_BIENESTAR_FOOD_DA_MONOPOLY,Procesadora Los Chaneques ISSSTE+IMSS-Bienestar Hospital Food DA - 5.4B,procurement_fraud,medium,61263,PROCESADORA Y DISTRIBUIDORA LOS CHANEQUES SA DE CV,Salud,2012-2025,2012,2025,no,490,488,2,0.4,5344991098.91,5344805896.06,185202.85
231,LICONSA_EMPAQUES_PACKAGING_DA_ECOSISTEMA,LICONSA Packaging Ecosystem: Tetra Pak + Poly Rafia + Empaques Plasticos Industriales 100%DA no RFC - 2.5B,monopoly,low,9173,"EMPAQUES PLASTICOS INDUSTRIALES, S.A. DE C.V.",Agricultura,2005-2025,2005,2025,no,16,14,2,12.5,718506985.83,705425690.8,13081295.03
244,RELIABLE_DE_MEXICO_IMSS_MEDICAL_SUPPLY_DA_54PCT,Reliable de Mexico SA de CV IMSS Medical Supply DA Ring 54.5%DA - 2.60B,procurement_fraud,high,13186,"RELIABLE DE MEXICO, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,665,663,2,0.3,2603743724.76,2600433024.76,3310700.0
245,INFOCREDIT_IMSS_CALL_CENTER_DA_MONOPOLY_79PCT,Infocredit IMSS Call Center Services DA Monopoly 78.9%DA - 3.29B,procurement_fraud,medium,57263,INFOCREDIT,Salud,2011-2025,2011,2025,no,38,36,2,5.3,3291674206.36,3286130832.36,5543374.0
252,COBRO_ELECTRONICO_PEAJE_CAPUFE_MONOPOLIO_DA,Cobro Electronico de Peaje SA de CV: CAPUFE electronic toll system monopoly 50%DA - 1.87B,monopoly,medium,226820,COBRO ELECTRONICO DE PEAJE SA DE CV,Hacienda,2015-2022,2015,2022,no,4,2,2,50.0,1869566813.66,1321121154.0,548445659.66
273,NIZA_NUDEE_REFACCIONES_EQUIPO_MEDICO_IMSS,Niza Nudee Asociados — Refacciones Equipo Medico IMSS 2B Sin RFC,overpricing,low,119824,"NIZA ÑUDEE ASOCIADOS, S.A. DE C.V",Salud,2013-2018,2013,2018,no,15,13,2,13.3,2024649108.31,2023226761.38,1422346.93
273,NIZA_NUDEE_REFACCIONES_EQUIPO_MEDICO_IMSS,Niza Nudee Asociados — Refacciones Equipo Medico IMSS 2B Sin RFC,overpricing,low,119824,"NIZA ÑUDEE ASOCIADOS, S.A. DE C.V",Salud,2013-2018,2013,2018,no,15,13,2,13.3,2024649108.31,2023226761.38,1422346.93
289,CFE_CARBON_COAHUILA_MONOPOLIO_NORFC_2003_2013,CFE Carbón Coahuila — Suministro Monopolio Sin RFC (COAHUILA INDUSTRIAL + CIC CORPORATIVO),overpricing,low,12036,COAHUILA INDUSTRIAL MINERA S.A DE C.V.,Energia,2005-2013,2005,2013,no,3,1,2,66.7,24786989600.0,130989600.0,24656000000.0
289,CFE_CARBON_COAHUILA_MONOPOLIO_NORFC_2003_2013,CFE Carbón Coahuila — Suministro Monopolio Sin RFC (COAHUILA INDUSTRIAL + CIC CORPORATIVO),overpricing,low,12036,COAHUILA INDUSTRIAL MINERA S.A DE C.V.,Energia,2005-2013,2005,2013,no,3,1,2,66.7,24786989600.0,130989600.0,24656000000.0
314,CONSTRUCTORA_GERMER_IMSS_MONOPOLIO_OBRAS_2002_2025,Constructora Germer Monopolio IMSS Obras 6.80B Sin RFC 2002-2025,concentrated_monopoly,medium,6602,"CONSTRUCTORA GERMER, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,119,117,2,1.7,6797279606.91,6793164207.55,4115399.36
317,ASESORIA_MEDICA_RADIOLOGICA_LOTERIA_CAPTURE_2002_2025,Asesoria Medica Radiologica y Farmaceutica - Proveedor Cautivo Servicios Medicos Loteria/INDEP 3.40B,institution_capture,medium,594,"ASESORIA MEDICA RADIOLOGICA Y FARMACEUTICA, SA DE CV",Salud,2005-2025,2005,2025,no,30,28,2,6.7,3404463705.92,3377911275.92,26552430.0
727,CASE-727,DISTRIBUIDOR MEDICO TECNOMED - IMSS Pharma DA Saturation 1.2B,direct_award_abuse,medium,281686,DISTRIBUIDOR MEDICO TECNOMED SA DE CV,Salud,2023-2025,2023,2025,no,367,365,2,0.5,1202996535.11,1184803071.65,18193463.46
727,CASE-727,DISTRIBUIDOR MEDICO TECNOMED - IMSS Pharma DA Saturation 1.2B,direct_award_abuse,medium,281686,DISTRIBUIDOR MEDICO TECNOMED SA DE CV,Salud,2023-2025,2023,2025,no,367,365,2,0.5,1202996535.11,1184803071.65,18193463.46
731,CASE-731,INFRAESTRUCTURA MARITIMA PORTUARIA SURESTE - Yucatan Port SB Monopoly 482M,bid_rigging,medium,11221,INFRAESTRUCTURA MARITÍMA Y PORTUARIA DEL SURESTE S.A. DE C.V,Infraestructura,2003-2015,2003,2015,no,47,45,2,4.3,482530344.87,474998888.43,7531456.44
761,CASE-761,CONTROLES ELECTROMECANICOS - CAPUFE Toll Systems Capture,institutional_capture,medium,975,CONTROLES ELECTROMECÁNICOS S.A. DE C.V.,Infraestructura,2010-2025,2010,2025,no,72,70,2,2.8,1579186052.35,1564520364.35,14665688.0
773,CASE-773,ISSSTE/AICM Construction SB Capture (Avanzada Tecnica),institutional_capture,medium,18948,"AVANZADA TECNICA CONSTRUCTIVA, S.A. DE C.V.",Infraestructura,2011-2017,2011,2017,no,21,19,2,9.5,319236577.29,301484498.39,17752078.9
775,CASE-775,ISSSTE/AICM Cleaning DA Capture (P&C Limpieza),institutional_capture,medium,139508,P&C LIMPIEZA SA DE CV,Salud,2017-2021,2017,2021,no,41,39,2,4.9,479201127.54,478045955.13,1155172.41
800,CASE-800,CFE SB Capture — Ufara Power Networks,single_bid_capture,high,149097,UFARA POWER NETWORKS SA DE CV,Energia,2015-2017,2015,2017,no,7,5,2,28.6,1014267400.56,1011563015.0,2704385.56
806,CASE-806,CONSTRUCTORA MOYEDA SCT Single-Bid Infrastructure Capture,single_bid_capture,medium,16579,CONSTRUCTORA MOYEDA SA DE CV,Infraestructura,2005-2020,2005,2020,no,65,63,2,3.1,2183618144.98,2172359828.08,11258316.9
808,CASE-808,DIF EdoMex Dairy Single-Bid Capture -- Ganaderos Productores,single_bid_capture,medium,33566,"GANADEROS PRODUCTORES DE LECHE PURA, S.A. DE C.V.",Salud,2007-2008,2007,2008,no,4,2,2,50.0,607857567.2,580741227.1,27116340.1
811,CASE-811,Seguro Popular IT Single-Bid Capture — Image Technology,single_bid_capture,high,10800,IMAGE TECHNOLOGY MEXICO S.A. DE C.V.,Gobernacion,2005-2006,2005,2006,no,8,6,2,25.0,1325322771.33,1322824380.32,2498391.01
847,CASE-847,EAPRO Construcciones - IPN Institutional Capture,institutional_capture,medium,253965,EAPRO CONSTRUCCIONES SA DE CV,Educacion,2023-2025,2023,2025,no,17,15,2,11.8,206661945.25,205469214.38,1192730.87
935,CASE-935,Sonora State and CONAGUA Infrastructure Single-Bid Capture - Grupo Total Inbas,single_bid_capture,high,138799,GRUPO TOTAL INBAS SA DE CV,Infraestructura,2016-2023,2016,2023,no,17,15,2,11.8,771406143.77,763725213.22,7680930.55
942,CASE-942,Banco del Bienestar Direct Award Capture - Kom Business,institutional_capture,high,253514,KOM BUSINESS SA DE CV,Hacienda,2019-2022,2019,2022,no,6,4,2,33.3,231977314.37,229400833.0,2576481.37
946,CASE-946,Altamira Port Concrete Single-Bid Capture - Latinoamericana de Concretos,single_bid_capture,high,57594,LATINOAMERICANA DE CONCRETOS SA DE CV,Infraestructura,2012-2015,2012,2015,no,4,2,2,50.0,245600179.37,245102777.28,497402.09
948,CASE-948,BANJERCITO Military Bank IT Institutional Capture - Gibitnet,institutional_capture,high,82923,GIBITNET SOLUCIONES INTEGRALES SA DE CV,Defensa,2010-2021,2010,2021,no,43,41,2,4.7,687498155.7,653427733.66,34070422.04
962,CASE-962,SEGOB and Prison System Telecom Direct Award Capture - Comtelsat,institutional_capture,high,31195,COMTELSAT SA DE CV,Gobernacion,2007-2023,2007,2023,no,68,66,2,2.9,958045465.46,957085715.46,959750.0
977,CASE-977,SEP Education Ministry Single-Bid Ghost Contract - Government Solutions Mexico,ghost_company,high,33615,"GOVERNMENT SOLUTIONS MEXICO, S.A. DE C.V.",Salud,2008-2021,2008,2021,no,31,29,2,6.5,443271637.5,439664637.5,3607000.0
1031,CASE-1031,Federal and Sonora State Roads 100% SB Capture - La Azteca Construcciones,single_bid_capture,high,22993,LA AZTECA CONSTRUCCIONES Y URBANIZACIONES S.A. DE C.V.,Infraestructura,2005-2019,2005,2019,no,22,20,2,9.1,664393694.04,637475487.49,26918206.55
1060,CASE-1060,SCT and Sonora Entities 89% SB Construction Capture - Erkam Servicios Integrales,single_bid_capture,high,57616,ERKAM SERVICIOS INTEGRALES PARA LA CONSTRUCCION,Infraestructura,2010-2015,2010,2015,no,9,7,2,22.2,394214905.93,390230922.67,3983983.26
6,GRUPO_HIGA,Grupo Higa / Casa Blanca,conflict_of_interest,high,42334,CONSTRUCTORA TEYA S.A. DE C.V.,Infraestructura,2010-2018,2010,2018,no,3,2,1,33.3,7100877873.18,62627873.18,7038250000.0
25,BIRMEX_SUMINISTRADOR_VACUNAS_2018_2022,BIRMEX Vaccine Intermediary Extraction (Suministrador de Vacunas),overpricing,medium,266932,KLASNIC SA DE CV,Gobernacion,2018-2022,2018,2022,no,3,2,1,33.3,776527759.55,773734859.55,2792900.0
