case_id,case_code,case_name,case_type,confidence_level,vendor_id,vendor_name,sector,year_window,year_start,year_end,has_institution_filter,total_contracts,in_window_contracts,out_window_contracts,noise_pct,total_value_mxn,in_window_value_mxn,out_window_value_mxn
390,TECNOPROGRAMACION_SEP_IT_MONOPOLY,Tecnoprogramación Humana - Monopolio TI SEP/Gobierno,monopoly,medium,1314,TECNOPROGRAMACION HUMANA ESPECIALIZADA EN SISTEMAS OPERATIVO,Educacion,2005-2014,2005,2014,no,77,38,39,50.6,4048206829.95,3753418296.26,294788533.69
391,PRODUCTOS_CONCRETO_INFRA_SINGLE_BID,Productos y Estructuras de Concreto - Infraestructura Single-Bid Sistemático,monopoly,medium,19007,PRODUCTOS Y ESTRUCTURAS DE CONCRETO SA DE CV,Infraestructura,2011-2014,2011,2014,no,39,2,37,94.9,1125161620.51,122786402.34,1002375218.17
108,CREATIVIDAD_ESPECTACULOS_IMSS_EVENTS_DA,Creatividad y Espectáculos SA de CV — IMSS/SEP 6.81B Events & Services DA Ring (69.7%DA),overpricing,medium,5608,CREATIVIDAD Y ESPECTACULOS SA DE CV,Hacienda,2011-2024,2011,2024,no,452,416,36,8.0,6703829022.86,5910903921.63,792925101.23
7,OCEANOGRAFIA,Oceanografia PEMEX Fraud,procurement_fraud,high,48,"OCEANOGRAFÍA, S.A. DE C.V.",Energia,2008-2014,2008,2014,no,50,15,35,70.0,22463381745.62,7804505634.74,14658876110.88
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,35140,SOLUCIONES LOGISTICAS INTELIGENTES S.A. DE C.V.,Agricultura,2019-2023,2019,2023,no,58,24,34,58.6,3446946623.75,2300344120.65,1146602503.1
730,CASE-730,INGENIERIA MANT SERVICIOS INTEGRA - IMSS/ISSSTE Construction Capture 564M,direct_award_abuse,medium,35922,"INGENIERIA, MANTENIMIENTO Y SERVICIOS INTEGRALES EN LA CONSTRUCCION, S.A. DE C.V.",Salud,2021-2025,2021,2025,no,80,46,34,42.5,564123205.83,488368353.44,75754852.39
1051,CASE-1051,Hospital General 83% DA Medical Capture - Galumedical,institutional_capture,high,11636,GALUMEDICAL S.A. DE C.V.,Salud,2007-2025,2007,2025,no,316,282,34,10.8,875282361.27,865873897.22,9408464.05
146,ELECTRONICA_MEDICINA_IMSS_MANTENIMIENTO_DA,Electronica y Medicina SA IMSS Medical Equipment Maintenance 55%DA,procurement_fraud,medium,5259,"ELECTRONICA Y MEDICINA, S.A.",Salud,2005-2025,2005,2025,no,1179,1146,33,2.8,10955465985.63,10731026628.5,224439357.13
740,CASE-740,TECNOLOGIA SISTEMAS APOYO SEGOB-ISSSTE IT Capture,capture,medium,63200,TECNOLOGIA EN SISTEMAS DE APOYO SA,Gobernacion,2010-2017,2010,2017,no,55,23,32,58.2,514397380.6,377010669.08,137386711.52
852,CASE-852,Especialistas en Farmacos del Norte - IMSS DA Capture,institutional_capture,medium,192928,ESPECIALISTAS EN FARMACOS DEL NORTE SA DE CV,Salud,2021-2025,2021,2025,no,273,241,32,11.7,831865883.06,242760982.98,589104900.08
10,IPN_CARTEL_LIMPIEZA,IPN Cartel de la Limpieza,bribery,high,286318,SERVICIOS INTEGRALES RETIMAR SA DE CV,Educacion,2015-2024,2015,2024,no,32,2,30,93.8,2256225601.51,8120893.02,2248104708.49
156,GRUPO_PAPELERO_GABOR_CONALITEG_MONOPOLY,Grupo Papelero Gabor CONALITEG Paper Monopoly 92%DA - 4.94B,monopoly,medium,17873,"GRUPO PAPELERO GABOR, S. A. DE C. V.",Educacion,2010-2025,2010,2025,no,1033,1003,30,2.9,4914758047.2,4860821297.02,53936750.18
238,LAB_VANQUISH_IMSS_LAB_REAGENTS_DA_MONOPOLY_92PCT,Laboratorios Vanquish IMSS Lab Reagents DA Monopoly 92.8%DA - 3.03B,procurement_fraud,high,44926,LABORATORIOS VANQUISH,Salud,2011-2025,2011,2025,no,266,236,30,11.3,3034517655.18,3025121786.58,9395868.6
253,IMPROMED_MEDALFA_IMSS_EQUIPO_MEDICO_51DA,Impromed + Medalfa: IMSS medical equipment distributors with 50%+ DA and 1.4B + 1.8B - 3.4B,overpricing,medium,13632,IMPROMED SA DE CV,Salud,2010-2024,2010,2024,no,67,38,29,43.3,1578383324.12,134849102.14,1443534221.98
102,PROQUIGAMA_IMSS_PHARMA_DA_RING,"Proquigama SA de CV — IMSS 4.78B Pharmaceutical DA Ring (87%DA, 2868 contracts)",procurement_fraud,high,5214,"PROQUIGAMA, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,3401,3373,28,0.8,6123447331.46,6099351453.21,24095878.25
178,FRESENIUS_MEDICAL_IMSS_HEMODIALYSIS_MONOPOLY,Fresenius Medical Care IMSS Hemodialysis Structural Monopoly 65%DA - 12.4B,monopoly,low,4726,"FRESENIUS MEDICAL CARE DE MEXICO, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,781,754,27,3.5,12507713851.48,12225582430.52,282131420.96
774,CASE-774,INBA + Multi-State Telecom SB Manipulation (Teletec),single_bid_manipulation,medium,3837,"TELETEC DE MEXICO, S.A. DE C.V.",Educacion,2005-2010,2005,2010,no,97,70,27,27.8,686744965.33,642641581.06,44103384.27
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,167478,"ESESPA, S.A. DE C.V.",Educacion,2019-2023,2019,2023,no,33,7,26,78.8,2537937171.82,730328869.19,1807608302.63
174,CICSA_FONATUR_TREN_MAYA_NAICM_DA_IRREGULARITIES,"CICSA FONATUR Tren Maya DA ""Extraordinary Works"" 3.35B + NAICM 84.83B — Carso Group",procurement_fraud,low,36961,"OPERADORA CICSA, S.A DE C.V.",Energia,2016-2025,2016,2025,no,35,9,26,74.3,140532566908.88,139238608394.82,1293958514.06
754,CASE-754,JOMTEL SEDENA/Marina Telecom Capture,institutional_capture,medium,54599,JOMTEL TELECOMUNICACIONES SA DE CV,Defensa,2014-2024,2014,2024,no,160,134,26,16.2,560581239.1,548865261.1,11715978.0
155,LUMO_FINANCIERA_SOFOM_VEHICULOS_BIENESTAR,Lumo Financiera del Centro SOFOM ENR Vehicle Leasing Bienestar 71%DA - 4.35B,procurement_fraud,high,127959,LUMO FINANCIERA DEL CENTRO SA DE CV SOFOM ENR,Educacion,2016-2025,2016,2025,no,247,222,25,10.1,4311251764.24,3885494993.36,425756770.88
122,SUMINISTROS_MEDICOS_SEMAR_SEDENA_DA,Suministros Medicos del Centro SA de CV — SEMAR/SEDENA 1.13B Medical Supplies DA Ring (1239 contracts),procurement_fraud,medium,11640,"SUMINISTROS MEDICOS DEL CENTRO, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,1229,1205,24,2.0,1124053061.37,1110142702.26,13910359.11
239,COMERCIALIZADORA_REACTIVOS_IMSS_LAB_DA_MONOPOLY_85PCT,Comercializadora de Reactivos para Laboratorio IMSS Lab DA 85.6%DA - 3.08B,procurement_fraud,high,4838,COMERCIALIZADORA DE REACTIVOS PARA LABORATORIOS  Y MATERIALES PARA HOSPITALES  S.A DE C.V,Salud,2005-2025,2005,2025,no,329,305,24,7.3,3081303394.46,3060997452.74,20305941.72
729,CASE-729,TECNOLOGIAS EFICIENTES VILLA - SEP Computer Equipment Capture 298M,overpricing,medium,258100,TECNOLOGIAS EFICIENTES DE VILLA S A P I DE CV,Defensa,2025-2025,2025,2025,no,30,6,24,80.0,324406091.31,300321029.89,24085061.42
729,CASE-729,TECNOLOGIAS EFICIENTES VILLA - SEP Computer Equipment Capture 298M,overpricing,medium,258100,TECNOLOGIAS EFICIENTES DE VILLA S A P I DE CV,Defensa,2025-2025,2025,2025,no,30,6,24,80.0,324406091.31,300321029.89,24085061.42
813,CASE-813,SEPOMEX Logistics Single-Bid Capture — Muebles y Mudanzas,single_bid_capture,high,2938,"MUEBLES Y MUDANZAS, S.A. DE C.V.",Hacienda,2010-2013,2010,2013,no,38,14,24,63.2,905265435.57,845158308.67,60107126.9
738,CASE-738,CASANOVA RENT - SEDESOL 502M Single-Bid Vehicle Rental Anomaly,overpricing,low,37835,CASANOVA RENT SA DE CV,Energia,2008-2008,2008,2008,no,23,1,22,95.7,518434053.74,502749591.63,15684462.11
937,CASE-937,SEDENA Ground Transport Direct Award Capture - Enlaces Terrestres Nacionales,institutional_capture,high,49801,"ENLACES TERRESTRES NACIONALES , S.A DE C.V.",Medio Ambiente,2017-2019,2017,2019,no,28,6,22,78.6,614298833.43,613123227.95,1175605.48
4,ODEBRECHT_PEMEX_2010_2016,Odebrecht-PEMEX Bribery Scheme,bribery,high,441,TRADECO INFRAESTRUCTURA S.A. DE C.V.,Infraestructura,2010-2016,2010,2016,no,33,12,21,63.6,11224952390.2,6005534294.66,5219418095.54
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,200201,TRANSPORTE DE CARGA GRUPO MYM SA DE CV,Agricultura,2019-2023,2019,2023,no,39,18,21,53.8,1383927751.05,1058155622.33,325772128.72
796,CASE-796,Banco del Bienestar / Diconsa single-bid security capture,single_bid_capture,medium,91072,CORPORACION AUXILIAR DE POLICIA DE PROTECCION CIUDADANA,Infraestructura,2019-2025,2019,2025,no,78,57,21,26.9,278545715.31,263565996.47,14979718.84
850,CASE-850,DICLINSA IMSS Pharma Ring,institutional_capture,medium,104127,COMERCIALIZADORA DICLINSA SA DE CV,Salud,2018-2025,2018,2025,no,195,174,21,10.8,468766878.48,212392047.87,256374830.61
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,285212,Palmicultores De San Marcos S.P.R. DE R.L.,Agricultura,2019-2023,2019,2023,no,42,22,20,47.6,346704765.49,287143475.0,59561290.49
150,BAXTER_DIALISIS_IMSS_MONOPOLY,Baxter SA de CV IMSS Peritoneal Dialysis Monopoly 75%DA - 28.11B,monopoly,low,5319,"BAXTER, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,3554,3534,20,0.6,28026545360.8,27981868549.93,44676810.87
741,CASE-741,CORPORACION ASESORIA PROTECCION SEP-INBA Security Capture,capture,medium,51550,CORPORACION DE ASESORIA EN PROTECCION Y SEGURIDAD INTERNA EMPRES,Educacion,2012-2017,2012,2017,no,80,60,20,25.0,504432755.6,490579278.05,13853477.55
11,INFRASTRUCTURE_FRAUD_NETWORK,Infrastructure Procurement Fraud Network,procurement_fraud,high,312,COCONAL S.A. DE C.V.,Infraestructura,2008-2025,2008,2025,no,40,21,19,47.5,5687048845.7,3995091062.3,1691957783.4
173,OCEANOGRAFIA_PEMEX_FULL_SCALE_22B,Oceanografia PEMEX Full Scale 22.46B — Banamex Fraud Expansion (50 contracts),procurement_fraud,high,48,"OCEANOGRAFÍA, S.A. DE C.V.",Energia,2005-2014,2005,2014,no,50,31,19,38.0,22463381745.62,20342488572.46,2120893173.16
375,SANITY_IMSS_HYGIENE_CONCENTRATION,Sanity Internacional IMSS Hygiene Product Concentration,Concentrated monopoly,low,14731,"SANITY INTERNACIONAL, S.A. DE C.V.",Salud,2016-2022,2016,2022,no,43,24,19,44.2,575670765.18,573445557.48,2225207.7
954,CASE-954,COFEPRIS Health Regulator Direct Award Capture - Clinic and Work Line,institutional_capture,high,37190,"CLINIC AND WORK LINE, S.A. DE C.V.",Salud,2015-2015,2015,2015,no,21,2,19,90.5,354420709.68,348740515.0,5680194.68
1,COVID_PROCUREMENT_2020_2021,COVID-19 Emergency Procurement Irregularities,embezzlement,medium,14057,EQUIPOS MEDICOS VIZCARRA,Salud,2020-2022,2020,2022,no,18,0,18,100.0,6931101.0,0.0,6931101.0
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,239702,FORZA ARRENDADORA AUTOMOTRIZ SA DE CV,Energia,2019-2023,2019,2023,no,45,27,18,40.0,594461924.91,477955854.65,116506070.26
8,CYBER_ROBOTIC,IT Procurement Overpricing,overpricing,medium,124393,CYBER ROBOTIC SOLUTIONS SA DE CV,Salud,2015-2024,2015,2024,no,139,121,18,12.9,2038904727.71,1615376531.33,423528196.38
105,PENTAMED_IMSS_PHARMA_DA_RING,"Comercializadora Pentamed SA de CV — IMSS 5.97B Pharmaceutical DA Ring (87%DA, 938 contracts)",procurement_fraud,high,35812,"COMERCIALIZADORA PENTAMED, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,1341,1323,18,1.3,8865205626.7,8612033263.27,253172363.43
799,CASE-799,PEMEX SB Capture — Maquinaria Intercontinental,single_bid_capture,medium,1008,"MAQUINARIA INTERCONTINENTAL, S.A. DE C.V.",Energia,2002-2012,2002,2012,no,145,127,18,12.4,1128017749.68,1056522230.8,71495518.89
372,MICROSCOPIA_NEUROLOGIA_OVERPRICING,Microscopía Electrónica - Contrato Atípico Neurología,overpricing,medium,6811,"MICROSCOPIA ELECTRONICA E INSUMOS, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,20,3,17,85.0,12816432.39,9360094.42,3456337.97
933,CASE-933,Sinaloa and CONAGUA Infrastructure Single-Bid Capture - Construccion y Arrendamiento,single_bid_capture,high,1117,"CONSTRUCCION Y ARRENDAMIENTO DE MAQUINARIA DE SINALOA, S.A. DE C.V.",Infraestructura,2007-2020,2007,2020,no,91,74,17,18.7,803700791.62,346397428.77,457303362.85
936,CASE-936,Nuevo Leon State Construction Single-Bid Capture - Constructora Coss Bu,single_bid_capture,high,18990,"CONSTRUCTORA COSS BU,S.A. DE C.V.",Infraestructura,2010-2024,2010,2024,no,23,6,17,73.9,549056181.91,105456796.52,443599385.39
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,73253,"MERCANTA, S.A. DE C.V.",Agricultura,2019-2023,2019,2023,no,18,2,16,88.9,641220043.47,371769660.0,269450383.47
63,TRIARA_COM_MULTIAGENCY_IT_2025,"TRIARA COM SA de CV — Multi-Agency IT Capture: Banco del Bienestar 7.7B + SAT/SEGOB/FGR/ISSSTE (16.6B, 2017-2025)",monopoly,medium,87141,TRIARA COM SA DE CV,Hacienda,2017-2025,2017,2025,no,204,188,16,7.8,16633629201.53,16017679331.76,615949869.77
76,DISIMED_IMSS_SUPPLY_RING_2023,"DISIMED SA de CV — IMSS 6.7B Medical Supply (30 contracts Aug 2, 2023 = 5.057B same-day cluster)",overpricing,medium,4488,"DISIMED, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,84,68,16,19.0,6669060925.05,6664427980.76,4632944.29
148,UNINET_IMSS_CONAGUA_TELECOM_DA,Uninet SA de CV IMSS-CONAGUA Telecom Services 56%DA,monopoly,medium,4041,"UNINET, S.A. DE C.V",Educacion,2005-2025,2005,2025,no,786,770,16,2.0,15134446707.2,14130920551.04,1003526156.16
197,EDITORIAL_SANTILLANA_CONALITEG_LIBROS_99DA,Editorial Santillana CONALITEG Free Textbook Program 99%DA - 1.56B,monopoly,medium,49612,EDITORIAL SANTILLANA SA DE CV,Educacion,2015-2025,2015,2025,no,276,260,16,5.8,1560415141.58,1558052464.28,2362677.3
214,PEGSA_CONSTRUCCIONES_ASIPONA_DOS_BOCAS_DA_8B,Pegsa Construcciones ASIPONA Dos Bocas DA Port Expansion 8.9B (2024-2025),procurement_fraud,medium,56421,PEGSA CONSTRUCCIONES S.A. DE C.V.,Infraestructura,2024-2025,2024,2025,no,21,5,16,76.2,9380960424.92,8994543211.56,386417213.36
352,SUMINISTRO_MEDICO_HOSP_MANTO_2002_2025,Suministro para Uso Médico — Monopolio Mantenimiento Equipo Médico,concentrated_monopoly,medium,5267,SUMINISTRO PARA USO MEDICO Y HOSPITALARIO,Salud,2005-2025,2005,2025,no,143,127,16,11.2,614344424.14,600424546.16,13919877.98
742,CASE-742,COMERCIALIZADORA MEDICA OM - IMSS DA Pharma Capture,direct_award_abuse,medium,154103,"COMERCIALIZADORA MEDICA OM, S.A. DE C.V.",Salud,2018-2025,2018,2025,no,107,91,16,15.0,266494546.74,258724087.82,7770458.92
746,CASE-746,FINUTIL systematic single-bid across federal agencies,bid_rigging,medium,177118,FINUTIL SA DE CV,Educacion,2017-2019,2017,2019,no,84,68,16,19.0,496128591.02,474790628.85,21337962.17
201,ILS_INTEGRADORA_LOGISTICA_SALUD_INSABI_IMSS_DA,ILS Integradora Logistica en Salud INSABI/IMSS Pharma Logistics 77%DA - 1.66B,monopoly,medium,104776,ILS INTEGRADORA LOGISTICA EN SALUD SA DE CV,Salud,2018-2025,2018,2025,no,211,196,15,7.1,1655335389.05,1179800057.99,475535331.06
207,RAPISCAN_SAT_ADUANAS_ESCANER_SEGURIDAD_100DA,Rapiscan Systems SAT/Customs Security Scanner Equipment/Maintenance 100%DA - 3.25B,monopoly,medium,128837,LEIDOS INC,Infraestructura,2017-2025,2017,2025,no,36,21,15,41.7,4159690162.67,2676126492.16,1483563670.51
763,CASE-763,I+D MEXICO - CAPUFE Direct Award Spike 2013,overpricing,high,49812,I + D MEXICO SA DE CV,Infraestructura,2013-2013,2013,2013,no,23,8,15,65.2,660291400.81,649665586.21,10625814.6
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,198116,ABACOMEX ABASTECEDORA COMERCIAL MEXIQUENSE SA DE CV,Agricultura,2019-2023,2019,2023,no,66,52,14,21.2,390137673.33,343902854.93,46234818.4
175,IBM_MEXICO_SAT_IMSS_IT_MONOPOLY,IBM de Mexico SAT/IMSS IT Lock-in Monopoly 83%DA - 9.3B,monopoly,medium,678,IBM DE MEXICO COMERCIALIZACION Y SERVICIOS S DE RL DE CV,Tecnologia,2010-2025,2010,2025,no,105,91,14,13.3,12169207712.81,9716569131.69,2452638581.12
389,GRUPO_TECNOLOGIA_CIBERNETICA_PASSPORT_IT,Grupo de Tecnología Cibernética - Pasaporte Electrónico y TI Gubernamental,monopoly,medium,2423,GRUPO DE TECNOLOGIA CIBERNETICA S.A. DE C.V.,Hacienda,2005-2025,2005,2025,no,129,115,14,10.9,5382013965.77,5354212189.42,27801776.35
756,CASE-756,Viajes Internacionales Monarca -- Travel Services SB Capture,single_bid_capture,medium,55640,VIAJES INTERNACIONALES MONARCA,Salud,2011-2025,2011,2025,no,467,453,14,3.0,771026348.31,760246394.74,10779953.57
971,CASE-971,CFE Federal Electricity Utility Direct Award Capture - Circulo Llantero,institutional_capture,high,47654,CIRCULO LLANTERO SA DE CV,Energia,2010-2017,2010,2017,no,95,81,14,14.7,612518570.06,611444904.82,1073665.24
157,ILAS_MEXICO_LICONSA_LECHE_POLVO_100DA,ILAS Mexico LICONSA Powdered Milk Monopoly 100%DA - 3.82B (2021),procurement_fraud,high,124466,"ILAS MEXICO, S.A. DE C.V.",Agricultura,2021-2022,2021,2022,no,23,10,13,56.5,5123666496.96,2861971877.03,2261694619.93
157,ILAS_MEXICO_LICONSA_LECHE_POLVO_100DA,ILAS Mexico LICONSA Powdered Milk Monopoly 100%DA - 3.82B (2021),procurement_fraud,high,124466,"ILAS MEXICO, S.A. DE C.V.",Agricultura,2021-2022,2021,2022,no,23,10,13,56.5,5123666496.96,2861971877.03,2261694619.93
262,PROVEEDORA_SERVICIOS_SALUD_FINANCIERO_DA,Proveedora Servicios Empresariales - Salud Financiero NAFINSA BANCOMEXT DA,institution_capture,low,82544,PROVEEDORA DE SERVICIOS EMPRESARIALES Y SOLUCIONES OPTIMAS SA DE CV,Hacienda,2020-2025,2020,2025,no,30,17,13,43.3,6908297339.07,6902076208.07,6221131.0
266,COMERCIALIZADORA_SEGURIDAD_CONAGUA_MONOPOLIO,Comercializadora Seguridad Privada - Monopolio Vigilancia CONAGUA OCLSP 4.34B,institution_capture,low,305483,COMERCIALIZADORA DE SEGURIDAD PRIVADA CON RESPONSABILIDAD SOCIAL,Agricultura,2025-2025,2025,2025,no,35,22,13,37.1,4389373515.52,4380401944.7,8971570.82
986,CASE-986,SEDATU and IMSS Multi-Agency Construction SB Capture - Linos Construcciones,single_bid_capture,medium,3145,LINOS CONSTRUCCIONES S. A. DE C. V.,Salud,2008-2022,2008,2022,no,67,54,13,19.4,898819739.27,796462750.08,102356989.19
16,CASANOVA_VALLEJO_ISSSTE,ISSSTE Ambulance Leasing Fraud (Casanova Vallejo),overpricing,high,44553,CASANOVA VALLEJO SA DE CV,Trabajo,2011-2025,2011,2025,no,597,585,12,2.0,10682241975.44,10540360498.23,141881477.21
182,COMERCIALIZADORA_MILENIO_SCT_2014_2015,Comercializadora Milenio SCT Concentrated Procurement 13.97B (2014-2015),procurement_fraud,low,57548,COMERCIALIZADORA MILENIO SA DE CV,Infraestructura,2014-2015,2014,2015,no,39,27,12,30.8,13966155905.05,13563572750.2,402583154.85
190,HP_MEXICO_SAT_IT_LOCK_IN_DA,Hewlett-Packard Mexico SAT IT Equipment/Services Lock-In 72%DA - 10.44B,monopoly,low,3723,"HEWLETT-PACKARD MEXICO, S. DE R.L. DE C.V.",Tecnologia,2005-2025,2005,2025,no,198,186,12,6.1,10476320481.75,10395391064.13,80929417.62
758,CASE-758,SOLUCIONES INTEGRALES AMR -- INR Direct Award Capture,institutional_capture,medium,13018,"SOLUCIONES INTEGRALES AMR, S.A. DE C.V.",Hacienda,2016-2024,2016,2024,no,32,20,12,37.5,293802139.48,255054791.63,38747347.85
855,CASE-855,EERMS CFE Energia Capture,institutional_capture,medium,42638,EERMS SA DE CV,Energia,2010-2017,2010,2017,no,209,197,12,5.7,4913457600.68,4908544496.63,4913104.05
887,CASE-887,DISEÑO Y MANUFACTURA DIGITAL - UdT Monopoly,institutional_capture,medium,94974,DISEÑO Y MANUFACTURA DIGITAL,Tecnologia,2013-2016,2013,2016,no,23,11,12,52.2,303005596.3,296317244.84,6688351.46
234,SPIMED_COMEVO_IMSS_INSUMOS_GRANDES_NULL_DA,Spimed + Comevo: large IMSS medical supply contracts with null descriptions 100%DA - 470M,procurement_fraud,medium,258597,SPIMED SA DE CV,Salud,2021-2024,2021,2024,no,145,134,11,7.6,333227730.14,328879144.78,4348585.36
271,AMI_ANESTESIA_IMSS_ISSSTE_MONOPOLIO,Aplicaciones Medicas Integrales — Monopolio Servicio Integral Anestesia IMSS/ISSSTE (11B),institution_capture,medium,6285,"APLICACIONES MEDICAS INTEGRALES, S.A. DE C.V.",Salud,2005-2023,2005,2023,no,263,252,11,4.2,11017455479.55,11008552060.96,8903418.59
271,AMI_ANESTESIA_IMSS_ISSSTE_MONOPOLIO,Aplicaciones Medicas Integrales — Monopolio Servicio Integral Anestesia IMSS/ISSSTE (11B),institution_capture,medium,6285,"APLICACIONES MEDICAS INTEGRALES, S.A. DE C.V.",Salud,2005-2023,2005,2023,no,263,252,11,4.2,11017455479.55,11008552060.96,8903418.59
777,CASE-777,CONAGUA Water Infrastructure Capture (Grobson),institutional_capture,high,50171,GROBSON S DE RL,Infraestructura,2022-2025,2022,2025,no,18,7,11,61.1,1394708122.72,1357816761.39,36891361.33
886,CASE-886,PROVECTUS TECNOLOGIA — Single-Bid IMSS Mega-Contract,single_bid_capture,medium,165033,PROVECTUS TECNOLOGIA SA DE CV,Infraestructura,2023-2023,2023,2023,no,12,1,11,91.7,735762277.29,722020111.31,13742165.98
29,ZAPATA_INTERNACIONAL_PEMEX_GHOST_EFOS,Zapata Internacional SA CV — PEMEX Ghost (SAT EFOS),ghost_company,high,11497,"GUTSA INFRAESTRUCTURA, S. A. DE C.V.",Infraestructura,2006-2007,2006,2007,no,14,4,10,71.4,2113870676.95,673205981.91,1440664695.04
193,SERVICIOS_INDUSTRIALES_INST_IMSS_SEGURIDAD_11B,Servicios Industriales e Institucionales IMSS Security Services 24-Year Monopoly 11.51B,procurement_fraud,medium,2214,"SERVICIOS INDUSTRIALES E INSTITUCIONALES, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,759,749,10,1.3,11411036375.14,11399772188.15,11264186.99
223,DICONSA_UNIVERSIDAD_INTERMEDIARIA_ESTAFA_VARIANTE,DICONSA university intermediary network: La Estafa Maestra variant using public tech institutes as pass-through for 1.4B,ghost_company,high,44035,FONDO DE FOMENTO Y DESARROLLO DE LA INVESTIGACION CIENTIFICA Y TECNOLOGICA DE LA UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Agricultura,2013-2020,2013,2020,no,37,27,10,27.0,1636196100.7,1574058670.11,62137430.59
769,CASE-769,Universidad Veracruzana - Plateros AC Fund Laundering,ghost_company,high,90150,AGRUPACION CIVICA DEPORTIVA PLATEROS AC,Salud,2017-2018,2017,2018,no,31,21,10,32.3,273770624.56,271398386.0,2372238.56
782,CASE-782,IMSS Hospital Construction Desert Manipulation - NC Remodelaciones,institutional_capture,medium,135804,NC REMODELACIONES Y COMERCIALIZADORA SA DE CV,Salud,2024-2025,2024,2025,no,12,2,10,83.3,407268514.83,401464941.0,5803573.83
864,CASE-864,AIDYCSA - PGR Anomalous Direct Award,direct_award_abuse,medium,103293,AIDYCSA SA DE CV,Salud,2015-2016,2015,2016,no,12,2,10,83.3,395066542.9,394906000.0,160542.9
969,CASE-969,Durango State and SEDATU Housing SB Capture - Grupo Constructor Lanrol,single_bid_capture,high,48829,GRUPO CONSTRUCTOR LANROL,Infraestructura,2011-2019,2011,2019,no,30,20,10,33.3,482135570.64,256237584.46,225897986.18
110,PHARMA_TYCSA_INSABI_VACCINE_LOGISTICS_DA,Pharma Tycsa — INSABI/ISSSTE/BIRMEX 2.49B Pharmaceutical & Vaccine Logistics DA Ring (68.1%DA),procurement_fraud,high,43971,PHARMA TYCSA,Salud,2012-2025,2012,2025,no,469,460,9,1.9,2470580507.38,2248545163.13,222035344.25
249,CONALITEG_ECOSISTEMA_IMPRESION_EDITORIAL_DA,CONALITEG printing ecosystem: 16 publishers/printers with no RFC in 12B+ ecosystem — monopoly ring for national textbook procurement,monopoly,medium,2945,"IMPRESORA Y EDITORA XALCO, S.A. DE C.V.",Educacion,2005-2025,2005,2025,no,102,93,9,8.8,612058182.58,519837991.62,92220190.96
